OBJECTID,workclass,permitclass,proposedworkdescription,permitclassmapped,applieddate,issueddate,estprojectcost,constcompletedofficial,censuslanduse,censuslandusecode,contractorcompanyname,contractorcity,countylocation,description,expiresdate,fee,housingunitstotal,issueddate_mth,issueddate_yr,jurisdiction_inout_ral,latitude_perm,longitude_perm,originalzip,proposeduse,recordupdatedate,statuscurrent,statuscurrentmapped,workclassmapped,CreationDate,EditDate,permitnum
271072,Deck/Porch,,Add 20'x10' engineered aluminum roof system to existing deck with screen mesh and a storm door. Add ,Residential,2024/10/24 11:17:33+00,2024/11/17 18:37:44.163+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,BROOKS BUILT NC LLC,,Wake,Add 20'x10' engineered aluminum roof system to existing deck with screen mesh and a storm door. Add ,2025/12/17 08:40:00+00,469,,11,2024,Inside City Limits,35.93809088,-78.55387391,27614, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 15:54:58.173+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2025/01/19 11:06:06.756+00,BLDR-052736-2024
271073,Alteration/Repairs ,,"Remove and replace sill plate, located below west exterior wall, beginning in southwest corner. Remo",Residential,2024/10/24 09:17:14.187+00,2024/11/05 17:03:04.457+00,144340.5,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,N. Raleigh Construction dba Servpro N Raleigh,Raleigh,,"Remove and replace sill plate, located below west exterior wall, beginning in southwest corner. Remo",2025/11/18 12:10:38+00,536,,11,2024,Inside City Limits,35.89692489,-78.5883664,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/18 12:15:22.307+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2024/11/21 11:06:28.709+00,BLDR-052667-2024
271075,Alteration/Repairs ,,Repair stair landing at breezeway,Non-Residential,2024/10/24 10:06:17+00,2025/01/08 14:17:30.317+00,5000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"THS NATIONAL, LLC",,Wake,Repair stair landing at breezeway,2025/07/07 00:00:00+00,176,,1,2025,Inside City Limits,35.86011491,-78.71336736,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/08 14:17:30.317+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2025/01/11 11:06:41.596+00,BLDNR-052691-2024
271076,Addition,,ADDITION: Adding heated space in the form of demolishing a deck and putting a family room in it's pl,Residential,2024/10/24 12:26:35.500+00,2024/12/11 18:56:42.313+00,85829.79,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"HERITAGE CONSTRUCTION OF WAKE COUNTY, LLC",Morrisville,,ADDITION: Adding heated space in the form of demolishing a deck and putting a family room in it's pl,2025/06/09 00:00:00+00,958,,12,2024,Inside City Limits,35.9064199,-78.80024434,27617, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/11 18:56:42.313+00,Issued,Permit Issued,New,2024/10/26 11:07:27.112+00,2024/12/14 11:06:17.737+00,BLDR-052751-2024
271080,Deck/Porch,,"Build a new screened in porch, approximately 12 by 15 feet by extending the existing roof in the SW ",Residential,2024/10/24 20:33:19.320+00,2024/12/27 20:24:52.113+00,38345,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Wingate Construction, LLC",Fuquay Varina,,"Build a new screened in porch, approximately 12 by 15 feet by extending the existing roof in the SW ",2025/06/25 00:00:00+00,352,,12,2024,Outside City Limits,35.75887393,-78.69373838,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/27 15:58:15.560+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2024/12/30 14:06:54.554+00,BLDR-052870-2024
271081,Accessory Structure,,To erect a new concrete batch plant. - REPLACING OLD EXISTING READY MIX PLANT WITH A NEW READY MIX P,Non-Residential,2024/10/24 10:21:28+00,2024/12/04 20:56:06.133+00,224290,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,"Moxie Construction, LLC",Raleigh,Wake,To erect a new concrete batch plant. - REPLACING OLD EXISTING READY MIX PLANT WITH A NEW READY MIX P,2025/06/02 00:00:00+00,1006,,12,2024,Outside City Limits,35.8800589,-78.5801044,27616,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/04 20:56:06.133+00,Issued,Permit Issued,New,2024/10/26 11:07:27.112+00,2024/12/07 11:06:37.262+00,BLDNR-052700-2024
271082,Alteration/Repairs ,,Damage due to tree impact from left elevation of home.  Tree impacted carport roof system and into l,Residential,2024/10/24 08:30:39.270+00,2024/11/26 15:48:47.257+00,43436.8,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,CAROLINA RESTORATION SERVICES OF NC,Morrisville,,Damage due to tree impact from left elevation of home.  Tree impacted carport roof system and into l,2025/12/11 10:50:31+00,404,,11,2024,Inside City Limits,35.82872291,-78.67648538,27612, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 11:49:38.223+00,Issued,Permit Issued,Existing,2024/10/26 11:07:27.112+00,2025/01/19 11:06:06.756+00,BLDR-052646-2024
271083,Alteration/Repairs ,,Adding kitchenette to basement.,Residential,2024/10/24 16:38:32.303+00,2024/11/06 20:30:27.490+00,42034.77,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"Concept 8, LLC",Apex,,Adding kitchenette to basement.,2026/01/08 11:37:53+00,163,,11,2024,Inside City Limits,35.83015391,-78.62344839,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/08 14:55:44.420+00,Complete,Permit Finaled,Existing,2024/10/26 11:07:27.112+00,2025/01/11 11:06:41.596+00,BLDR-052857-2024
271084,Alteration/Repairs ,,"Replace shower, toilet, tub & vanity in existing location. Move existing 2nd Showerhead to wall for ",Residential,2024/10/24 13:49:51.073+00,2024/10/31 15:54:44.777+00,6618.54,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,EZPro Kitchen & Bath,,,"Replace shower, toilet, tub & vanity in existing location. Move existing 2nd Showerhead to wall for ",2025/12/10 11:14:11+00,127,,10,2024,Inside City Limits,35.9074639,-78.80677833,27617, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/10 11:14:43.027+00,Complete,Permit Finaled,Existing,2024/10/26 11:07:27.112+00,2024/12/13 11:07:17.017+00,BLDR-052769-2024
271086,New Single Family Dwelling,,"NSFD LOT 112 Olde Towne
2200 Abbeyhill Dr 5524838 Raleigh, NC 27610
MONO SLAB
FIREPLACE GREAT ROOM A",Residential,2024/10/27 10:19:02.360+00,2024/12/13 18:20:36.340+00,454848.6,No, DETACHED SINGLE FAMILY DWELLING,101,,,,"NSFD LOT 112 Olde Towne
2200 Abbeyhill Dr 5524838 Raleigh, NC 27610
MONO SLAB
FIREPLACE GREAT ROOM A",2025/06/11 00:00:00+00,6924,,12,2024,Inside City Limits,35.74568893,-78.55584042,27610, DETACHED SINGLE FAMILY DWELLING,2024/12/19 17:47:40.010+00,Issued,Permit Issued,New,2024/10/29 11:06:39.124+00,2024/12/22 11:06:50.841+00,BLDR-053053-2024
271089,Deck/Porch,,enlarging existing deck with steps to add 142SF,Residential,2024/10/28 09:27:57.300+00,2024/11/18 15:10:48.017+00,4000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,BRIDGFORTH CONSTRUCTION LLC,Raleigh,,enlarging existing deck with steps to add 142SF,2025/12/05 11:52:21+00,352,,11,2024,Inside City Limits,35.8798249,-78.66284588,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/17 10:56:32.907+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2024/12/20 11:06:42.914+00,BLDR-053099-2024
271090,Addition,,"ADDITION: Addition is a bonus room/4 seasons room being added to the rear of the structure.

remove ",Residential,2024/10/28 12:31:10.170+00,2024/12/11 18:24:37.250+00,28868.1,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Rodas Construction LLC,,,"ADDITION: Addition is a bonus room/4 seasons room being added to the rear of the structure.

remove ",2026/01/02 14:13:40+00,420,,12,2024,Inside City Limits,35.76776592,-78.65002989,27616, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/02 14:14:31.900+00,Issued,Permit Issued,New,2024/10/30 11:07:06.825+00,2025/01/05 11:06:18.927+00,BLDR-053214-2024
271093,Accessory Structure,,"Accessory Structure is to be a 12' x 24' engineered shed. No subpermits. 

Constriction of detached ",Residential,2024/10/28 16:11:20.300+00,2024/12/04 20:29:19.167+00,15713.28,No,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",328,,,,"Accessory Structure is to be a 12' x 24' engineered shed. No subpermits. 

Constriction of detached ",2026/01/06 11:03:24+00,420,,12,2024,Inside City Limits,35.78846592,-78.5959489,27610,"	 SHEDS, BOATHOUSES, ACCESSORY BUILDINGS",2025/01/06 11:03:30.977+00,Issued,Permit Issued,New,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDR-053316-2024
271094,Deck/Porch,,Remove old deck.  Build new screen porch 15' x 14' with extra 8' x 9' area.  Also build 6' x 8' open,Residential,2024/10/28 15:03:49.107+00,2025/01/15 13:48:53.583+00,89550,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,PROBUILT CONSTRUCTION,,,Remove old deck.  Build new screen porch 15' x 14' with extra 8' x 9' area.  Also build 6' x 8' open,2025/07/14 00:00:00+00,352,,1,2025,Inside City Limits,35.85152891,-78.65058338,27609, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 09:31:43.280+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2025/01/19 11:06:06.756+00,BLDR-053293-2024
271095,Alteration/Repairs ,,Replace roof,Residential,2024/10/18 22:49:15.070+00,2024/10/30 01:42:02.287+00,10000,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,Garner,,Replace roof,2025/12/05 08:39:40+00,127,,10,2024,Inside City Limits,35.74545493,-78.68548088,27603, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/05 08:39:45.803+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2024/12/08 11:06:32.208+00,BLDR-051856-2024
271096,New Residential Dwelling,,"NSFD LOT 28 FAIRFAX HILLS
(DEMO-039109-2024) ISSUED 08/12/2024",Residential,2024/10/28 15:52:06.347+00,2024/12/05 17:02:25.617+00,846046.56,No, DETACHED SINGLE FAMILY DWELLING,101,"ICG HOMES, LLC",Raleigh,,"NSFD LOT 28 FAIRFAX HILLS
(DEMO-039109-2024) ISSUED 08/12/2024",2026/01/16 13:51:59+00,5134,,12,2024,Inside City Limits,35.8570729,-78.61976289,27609, DETACHED SINGLE FAMILY DWELLING,2025/01/16 13:52:09.520+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2025/01/19 11:06:06.756+00,BLDR-053311-2024
271097,Alteration/Repairs ,,"Electrical installation, insulation installation, mechanical installation of ductless mini-split uni",Residential,2024/10/25 09:35:28.197+00,2024/11/07 12:39:31.957+00,6758.4,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,,,,"Electrical installation, insulation installation, mechanical installation of ductless mini-split uni",2025/12/03 10:50:13+00,127,,11,2024,Inside City Limits,35.8941529,-78.70171237,27613, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/03 10:53:23.550+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2024/12/06 11:06:12.977+00,BLDR-052904-2024
271099,Manufactured Home,,3bdrm SFD,Residential,2024/10/28 15:47:15.633+00,2024/11/26 17:04:15.170+00,100000,No,"	 MANUFACTURED HOME",112,Heavy Homes LLC,,,3bdrm SFD,2025/05/25 00:00:00+00,592,,11,2024,Inside City Limits,35.82526691,-78.57528041,27604,"	 MANUFACTURED HOME",2024/11/26 17:04:15.170+00,Issued,Permit Issued,New,2024/10/30 11:07:06.825+00,2024/11/29 11:07:04.287+00,BLDR-053307-2024
271102,Alteration/Repairs ,,Install two helical piers per engineer report.,Residential,2024/10/18 06:04:13.167+00,2024/10/29 16:17:34.533+00,3575,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Advanced Structural Repair,Raleigh,,Install two helical piers per engineer report.,2025/11/20 08:53:10+00,127,,10,2024,Inside City Limits,35.8970779,-78.67068938,27615, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/20 14:15:10.473+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2024/11/23 11:06:56.222+00,BLDR-051693-2024
271103,New Residential Dwelling,,"NSFD LOT 2 PROP KAREN L STILL
531 Moseley Ln 5465606 Raleigh, NC 27601
BASEMENT and Crawlspace
Gas i",Residential,2024/10/25 12:29:33.347+00,2025/01/06 22:55:00.627+00,681146.34,No, DETACHED SINGLE FAMILY DWELLING,101,"ALLURE HOMES, LLC",,,"NSFD LOT 2 PROP KAREN L STILL
531 Moseley Ln 5465606 Raleigh, NC 27601
BASEMENT and Crawlspace
Gas i",2025/07/05 00:00:00+00,8326,,1,2025,Inside City Limits,35.78170692,-78.63000489,27601, DETACHED SINGLE FAMILY DWELLING,2025/01/07 01:59:21.117+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDR-052964-2024
271105,Addition,,First floor addition with a covered patio off the rear off the home,Residential,2024/10/18 19:24:54.307+00,2025/01/02 04:59:24.357+00,99911.79,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Karma Construction Group,Cary,,First floor addition with a covered patio off the rear off the home,2026/01/16 10:03:36+00,969,,1,2025,Inside City Limits,35.80925591,-78.56228441,27604, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/16 10:03:44.207+00,Issued,Permit Issued,New,2024/10/30 11:07:06.825+00,2025/01/19 11:06:06.756+00,BLDR-051853-2024
271108,Alteration/Repairs ,,"Interior renovation of existing back half of house.  Full gut and reconfigure of floor plan, additio",Residential,2024/10/28 14:19:14.467+00,2024/12/13 19:51:46.650+00,254520.1,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,ASPIRE HOMES LLC,,Wake,"Interior renovation of existing back half of house.  Full gut and reconfigure of floor plan, additio",2026/01/07 11:27:53+00,1289,,12,2024,Inside City Limits,35.79059892,-78.6210634,27604, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/15 11:33:05.837+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2025/01/18 11:06:57.363+00,BLDR-053269-2024
271109,Alteration/Repairs ,,"Interior Alterations for CES Mail Communications Occ - STORAGE, Cons II-B",Non-Residential,2024/10/28 12:11:33+00,2024/12/02 18:55:08.083+00,973683.06,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,BPG Management NC LLC,Raleigh,Wake,"Interior Alterations for CES Mail Communications Occ - STORAGE, Cons II-B",2025/05/31 00:00:00+00,4512,,12,2024,Inside City Limits,35.8876279,-78.5786419,27615,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/02 13:55:21.560+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2024/12/05 11:07:18.778+00,BLDNR-053205-2024
271110,Alteration/Repairs ,,Replace expired permit # BLDR-014060-2024 Residing of home and repair rotted areas per engineered pl,Residential,2024/10/28 18:54:45+00,2024/10/28 19:07:58+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,"AJT CONSTRUCTION, INC",,Wake,Replace expired permit # BLDR-014060-2024 Residing of home and repair rotted areas per engineered pl,2025/04/29 19:06:51+00,,,10,2024,Inside City Limits,35.92261089,-78.5828989,27614, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/10/28 19:08:03.660+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2024/10/31 11:06:42.870+00,BLDR-053333-2024
271111,Deck/Porch,,expand 12' x 10' concrete patio to 12' x 14' and build a screen porch 12' x 14',Residential,2024/10/28 19:28:55.077+00,2024/11/20 21:45:05.487+00,21700,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,NC Porch Pros,Raleigh,,expand 12' x 10' concrete patio to 12' x 14' and build a screen porch 12' x 14',2025/12/23 08:14:19+00,469,,11,2024,Inside City Limits,35.93022489,-78.56132141,27614, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/12/23 08:14:29.223+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2024/12/26 11:06:25.900+00,BLDR-053334-2024
271112,Alteration/Repairs ,,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace.",Residential,2024/10/28 13:40:08.260+00,2024/11/04 12:32:54.113+00,22300,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Groundworks NC LLC - Tar Heel Basement Systems,Virginia Beach,,"We will encapsulate, replace insulation, and seal all vents and perforations in the crawlspace.",2025/05/03 00:00:00+00,127,,11,2024,Inside City Limits,35.77977192,-78.70887187,27606, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/04 12:32:54.113+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2024/11/07 11:06:36.664+00,BLDR-053241-2024
271113,Alteration/Repairs ,,1- CONST R-2 OCC 90342 SF Antifreeze loops: drain and properly dispose of all antifreeze within the ,Non-Residential,2024/10/28 15:35:28+00,2024/12/19 20:41:24.937+00,8497568.52,No,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",437,RED RHINO GROUP LLC,,Wake,1- CONST R-2 OCC 90342 SF Antifreeze loops: drain and properly dispose of all antifreeze within the ,2025/06/17 00:00:00+00,6402,,12,2024,Inside City Limits,35.83752491,-78.63880689,27609,"	 ADDITION/ALTERATION NONRESIDENTIAL BLDG",2024/12/19 20:41:24.937+00,Issued,Permit Issued,Existing,2024/10/30 11:07:06.825+00,2024/12/22 11:06:50.841+00,BLDNR-053306-2024
271114,Alteration/Repairs ,,Repair the exterior wall to the right of the garage door damaged by a car crash. In accordance with ,Residential,2024/10/28 15:57:06.123+00,2024/11/04 17:12:10.977+00,704.1,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,Triangle Home Repair and Paint Inc.,Chapel Hill,,Repair the exterior wall to the right of the garage door damaged by a car crash. In accordance with ,2025/11/13 11:09:14+00,127,,11,2024,Inside City Limits,35.83124291,-78.66793988,27604, ADDITION/ALTERATION RESIDENTIAL BLDG,2024/11/13 11:09:25.290+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2024/11/16 11:06:43.282+00,BLDR-053315-2024
271116,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025796-2022 Retaining Wall V,Non-Residential,2024/10/28 11:26:20+00,2024/11/18 14:34:47.533+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025796-2022 Retaining Wall V,2026/01/06 09:30:20+00,117,,11,2024,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:31:18.603+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053175-2024
271117,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025764-2022  Retaining Wall N,Non-Residential,2024/10/28 08:54:42+00,2025/01/03 17:45:50.407+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025764-2022  Retaining Wall N,2026/01/06 09:18:58+00,117,,1,2025,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:19:52.560+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053071-2024
271118,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025768-2022 Retaining Wall O,Non-Residential,2024/10/28 09:18:00+00,2025/01/03 17:47:08.840+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025768-2022 Retaining Wall O,2026/01/06 09:26:18+00,117,,1,2025,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:27:20.733+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053090-2024
271119,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025873-2022 Retaining Wall MM,Non-Residential,2024/10/28 11:20:07+00,2025/01/03 17:46:14.743+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025873-2022 Retaining Wall MM,2026/01/06 09:15:19+00,117,,1,2025,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:16:21.417+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053172-2024
271120,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025866-2022 Retaining Wall JJ,Non-Residential,2024/10/28 10:39:49+00,2025/01/03 17:46:28.663+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025866-2022 Retaining Wall JJ,2026/01/06 09:04:08+00,117,,1,2025,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:05:06.190+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053142-2024
271121,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025870-2022 Retaining Wall LL,Non-Residential,2024/10/28 11:08:09+00,2025/01/03 17:46:37.320+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025870-2022 Retaining Wall LL,2026/01/06 09:11:34+00,117,,1,2025,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:12:31.137+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053168-2024
271122,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025789-2022 Retaining Wall S,Non-Residential,2024/10/28 09:30:06+00,2025/01/03 17:47:01.803+00,0,No, ADDITION/ALTERATION RESIDENTIAL BLDG,434,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025789-2022 Retaining Wall S,2026/01/06 08:50:11+00,117,,1,2025,Inside City Limits,35.8719949,-78.56869691,27616, ADDITION/ALTERATION RESIDENTIAL BLDG,2025/01/06 08:51:05.040+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053103-2024
271123,Retaining Wall,,REPLACE EXPIRED PERMIT # BLDNR-025801-2022 Retaining Wall Y,Non-Residential,2024/10/28 11:43:42+00,2024/11/18 14:35:00.277+00,0,No,"	 MISCELLANEOUS SUCH AS FENCES",601,New South Construction Company LLC,Atlanta,Wake,REPLACE EXPIRED PERMIT # BLDNR-025801-2022 Retaining Wall Y,2026/01/06 09:37:29+00,117,,11,2024,Inside City Limits,35.8719949,-78.56869691,27616,"	 MISCELLANEOUS SUCH AS FENCES",2025/01/06 09:38:27.810+00,Complete,Permit Finaled,Existing,2024/10/30 11:07:06.825+00,2025/01/09 11:06:20.638+00,BLDNR-053189-2024
